Time to Live,Time since previous frame mean,Time since previous frame std,Time since previous frame median,Data length mean,Data length std,Data length median,Inbound Count,Outbound Count,Total Count,label
58.352798053527984,0.0011593552311435524,0.0029770371078970017,2e-06,901.7396593673966,310.2375924428917,978.0,211,200,411,1
58.31767955801105,0.0013757375690607735,0.003241812182613008,2e-06,844.3674033149172,314.80312686694424,921.0,187,175,362,1
58.42465753424658,0.001351904109589041,0.0034051539603264665,2e-06,867.013698630137,328.72910843870966,970.0,185,180,365,1
59.372972972972974,0.0013477864864864864,0.003448427498402861,2e-06,866.872972972973,317.1764618310239,965.5,173,196,369,1
58.66759002770083,0.001353038781163435,0.0035284108318748607,2e-06,877.1911357340721,319.9220556619757,990.0,175,186,361,1
58.15718157181572,0.0013427181571815717,0.003340822664847308,2e-06,865.2086720867209,328.00371539952846,994.0,196,173,369,1
58.049180327868854,0.0016176918032786885,0.0034609483579333094,3e-06,801.239344262295,346.91685986337325,928.0,165,140,305,1
58.72514619883041,0.0013863567251461988,0.0032509369912464238,2e-06,852.8947368421053,337.12085344218974,981.0,164,178,342,1
59.21606648199446,0.0013771135734072023,0.003679640655139323,2e-06,854.2825484764543,336.7320777217706,972.0,157,204,361,1
59.01960784313726,0.0013910644257703081,0.0032677385763155886,2e-06,826.0224089635855,330.00825585828926,946.0,179,177,356,1
58.287833827893174,0.0014854629080118694,0.0035148497494585603,3e-06,825.0563798219584,336.0387942137294,937.0,175,162,337,1
58.25141242937853,0.0013838446327683615,0.003449172866506514,3e-06,842.3107344632768,343.7625416479408,955.0,185,169,354,1
57.972136222910216,0.0015288359133126934,0.0035518326073320904,4e-06,820.8513931888544,352.0918890635316,970.0,177,146,323,1
58.49546827794562,0.016592332326283987,0.2752154868729145,3e-06,804.2719033232628,335.91653693133674,920.0,183,147,330,1
58.48377581120944,0.0014871917404129793,0.0036088953220307406,4e-06,823.3657817109145,329.8781765592007,938.0,170,169,339,1
59.040462427745666,0.001462476878612717,0.0033378313615302028,2e-06,819.179190751445,316.22547858268865,926.0,156,190,346,1
58.66081871345029,0.001418640350877193,0.0035265925238418846,2e-06,818.8040935672515,328.0172456049812,950.5,166,176,342,1
58.372832369942195,0.0014431473988439306,0.0036908274314759342,2e-06,856.4797687861271,331.7553330977318,948.0,177,169,346,1
58.368263473053894,0.0014322724550898203,0.0034675944462788065,2e-06,844.6796407185628,334.64623749407315,943.0,171,162,333,1
58.85950413223141,0.015176641873278237,0.2628924807658331,2e-06,868.5179063360881,331.7809244980757,974.0,187,175,362,1
58.340369393139845,0.0013092427440633246,0.003310776613151253,2e-06,857.8258575197889,316.1109346943309,959.0,195,184,379,1
58.267605633802816,0.001389461971830986,0.003167950832201265,3e-06,872.3267605633803,319.3090355087928,970.0,185,170,355,1
58.86848635235732,0.0012253101736972706,0.003020598332143811,2e-06,884.63523573201,325.8108193402052,981.0,188,215,403,1
58.91988130563798,0.01631654005934718,0.2729939199096275,3e-06,861.2700296735906,345.02116233964756,968.0,173,163,336,1
58.796407185628745,0.0014700808383233534,0.0036182633909678974,2e-06,817.8502994011976,328.3300293196819,930.5,158,176,334,1
58.911764705882355,0.0013509331550802138,0.0034228607304373593,1e-06,883.7459893048128,330.70757219674914,1006.0,173,201,374,1
58.1271186440678,0.0013553333333333334,0.0034005065239537933,2e-06,869.9858757062146,328.39619256322715,983.0,189,165,354,1
58.79100529100529,0.0013254973544973543,0.003120786444656135,2e-06,863.047619047619,331.73248763085246,977.0,179,199,378,1
58.48208469055375,0.0016162638436482085,0.0037165599947888523,2e-06,833.0618892508144,339.2485728730764,942.0,154,153,307,1
58.605714285714285,0.015735625714285717,0.2678766549619088,2e-06,824.4942857142858,340.25535450743206,984.0,189,160,349,1
58.66445182724252,0.0016531794019933556,0.0035141380841358957,2e-06,809.3920265780731,373.85222455253535,946.0,146,155,301,1
58.267195767195766,0.0013250264550264549,0.00389424594217985,2e-06,890.6084656084656,330.76900212435214,1027.0,197,181,378,1
58.8,0.001503248484848485,0.003529581142058015,2e-06,822.9090909090909,331.91316691723944,951.0,156,174,330,1
58.90778097982709,0.015847795389048992,0.26902350101782135,2e-06,841.4351585014409,331.9168069519616,974.0,178,168,346,1
58.412140575079874,0.001581258785942492,0.0035319132200144197,2e-06,823.261980830671,344.08779681252076,925.0,159,154,313,1
58.106017191977074,0.0013791862464183381,0.003225966409106558,2e-06,873.6876790830945,331.65373230578376,976.0,187,162,349,1
58.114285714285714,0.001303781818181818,0.0032152080753658427,2e-06,875.922077922078,321.6417587871186,986.0,206,179,385,1
59.37158469945355,0.0013449453551912568,0.003373058211124721,1e-06,880.4098360655738,343.17244566635986,1012.5,154,212,366,1
59.086455331412104,0.0014214322766570604,0.003270413094215543,1e-06,854.6512968299712,333.44198482708066,978.0,155,192,347,1
58.929577464788736,0.015490532394366199,0.2660719222856071,2e-06,845.1549295774648,332.87505705990685,927.0,181,173,354,1
58.12068965517241,0.0014210201149425286,0.0032621875542898624,2e-06,857.6034482758621,321.3507841026788,960.0,186,162,348,1
58.62068965517241,0.0015474451410658306,0.0034761333913826483,2e-06,795.551724137931,331.7871603912319,895.0,156,163,319,1
58.24661246612466,0.001350821138211382,0.003387719769942705,2e-06,871.4444444444445,333.1608874588479,988.0,193,176,369,1
58.345454545454544,0.016385009090909092,0.27039301457093295,3.5e-06,829.3121212121212,331.66995190322376,942.0,187,142,329,1
58.25824175824176,0.0013411895604395604,0.003311432438261266,2e-06,855.1923076923077,326.0148661386781,974.0,190,174,364,1
58.82153846153846,0.001526923076923077,0.0034773700892904297,2e-06,849.2061538461538,342.39536199053646,976.0,153,172,325,1
59.02694610778443,0.0014840868263473054,0.003743929252495806,2e-06,844.9910179640718,325.8580863068664,937.0,151,183,334,1
58.603125,0.001536165625,0.003553895953152905,2e-06,821.965625,330.81437758911073,916.0,157,163,320,1
58.26495726495727,0.0013957521367521366,0.003188351282598175,2e-06,858.025641025641,326.80417364545383,956.0,183,168,351,1
59.00297619047619,0.016417907738095237,0.2735388270114181,2e-06,857.4107142857143,343.63188096596144,947.0,170,165,335,1
58.69376693766937,0.0012946422764227642,0.0031454955866789167,2e-06,855.8644986449865,317.627059585285,941.0,178,191,369,1
59.034120734908136,0.0013052913385826772,0.003232382729855314,2e-06,887.7007874015748,315.1245697287768,979.0,172,209,381,1
58.578347578347575,0.0013795754985754987,0.0036737130410328892,3e-06,839.1310541310542,324.6231132142098,933.0,173,178,351,1
57.96296296296296,0.015687470085470088,0.2675958339472926,2e-06,840.2849002849002,328.4832220545627,937.0,210,140,350,1
58.247126436781606,0.0013542701149425287,0.003487478496978196,2e-06,833.8247126436781,323.70928496765237,913.0,182,166,348,1
58.37777777777778,0.0013913944444444444,0.0032570279426906473,2e-06,868.4611111111111,329.923007206225,991.0,184,176,360,1
58.903225806451616,0.0014455630498533725,0.0033512872557090257,2e-06,873.4398826979473,346.88365576946137,996.0,158,183,341,1
58.82535211267606,0.0014072169014084507,0.003292559937851748,2e-06,884.7183098591549,334.980089765807,1002.0,167,188,355,1
59.04320987654321,0.0015318024691358025,0.003490737749411169,2e-06,833.0586419753087,334.88677392401405,966.0,146,178,324,1
58.922413793103445,0.015555201149425288,0.26333677612585216,2e-06,850.25,325.8610462601208,965.5,178,169,347,1
58.74858757062147,0.001404774011299435,0.003499057444885523,2e-06,861.5847457627119,330.3250178895068,956.0,169,185,354,1
57.88585607940447,0.001227848635235732,0.0029979150598186473,2e-06,889.0,319.8908706953497,997.0,224,179,403,1
58.45403899721448,0.0013887799442896937,0.003433959516333895,2e-06,841.3816155988858,312.90017826858286,933.0,181,178,359,1
59.50429799426934,0.015805670487106016,0.2684913486660505,1e-06,832.6131805157593,320.0578377121034,932.0,160,188,348,1
58.484593837535016,0.0013952717086834735,0.003448179534614362,2e-06,834.7478991596639,324.8497721545894,936.0,179,178,357,1
58.73913043478261,0.001589351170568562,0.003911893943079615,2e-06,804.6622073578595,334.84283042003733,918.0,143,156,299,1
59.165789473684214,0.001318936842105263,0.003324772306955497,1e-06,878.9421052631579,322.7338068684779,998.5,167,213,380,1
58.7977207977208,0.0013906837606837608,0.00351760207279961,1e-06,847.074074074074,319.7567739663298,955.0,166,185,351,1
58.483870967741936,0.0014607302052785924,0.003425295476811791,2e-06,855.4281524926686,334.0296459621162,974.0,171,170,341,1
58.69662921348315,0.015490261235955056,0.2657956807078696,2e-06,843.438202247191,320.72160557554616,942.0,189,166,355,1
58.07222222222222,0.0013178666666666668,0.0031707053939564645,2e-06,868.3833333333333,313.77729758398505,963.0,194,166,360,1
58.68766404199475,0.0013038556430446195,0.0036439248804509394,1e-06,878.2965879265092,326.16150941698993,994.0,184,197,381,1
59.15723270440252,0.0014768522012578616,0.003259491409135085,2e-06,800.7987421383648,331.85855144738974,914.5,140,178,318,1
58.61349693251534,0.016879107361963193,0.2777455151307409,2e-06,833.1932515337423,340.5831326287919,978.0,177,148,325,1
58.39031339031339,0.0013869202279202279,0.003395900632807731,2e-06,868.6153846153846,329.5175741115361,974.0,179,172,351,1
57.600628930817614,0.0015606257861635218,0.0036918470582885136,2e-06,812.2358490566038,338.49773569466083,906.5,185,133,318,1
58.18005540166205,0.0013489639889196676,0.0029931524920000768,2e-06,860.6121883656509,332.52209494830396,988.0,191,170,361,1
59.16795865633075,0.0013028552971576228,0.0032622391289492026,1e-06,880.5684754521964,333.5177669464001,993.0,170,217,387,1
58.616314199395774,0.0014711480362537765,0.0035211325578768083,2e-06,844.8459214501511,344.51027667301173,975.0,162,169,331,1
59.298136645962735,0.017115583850931676,0.2795090732402228,2e-06,819.9906832298136,348.4257563686838,946.0,155,166,321,1
57.88184438040346,0.0013842132564841497,0.0034411413166748396,2e-06,872.9682997118156,340.55818110086676,993.0,193,154,347,1
57.892351274787536,0.0013731926345609065,0.0036271752975177343,2e-06,840.8895184135978,322.6835660238521,938.0,196,157,353,1
58.663690476190474,0.001468363095238095,0.003467450241204764,2e-06,831.6845238095239,333.78727053128875,928.0,163,173,336,1
59.469026548672566,0.01630114749262537,0.2724672248218819,2e-06,828.8938053097345,318.8863859603628,931.0,157,181,338,1
58.55140186915888,0.0015201588785046728,0.0035680285377997956,2e-06,813.993769470405,331.1323375344957,926.0,159,162,321,1
58.655367231638415,0.001438364406779661,0.003326085343316396,2e-06,853.8446327683616,333.0970749572097,948.5,172,182,354,1
59.28974358974359,0.001251997435897436,0.0034727977146062484,1e-06,895.5564102564102,320.64437154747543,1001.0,167,223,390,1
58.763297872340424,0.0012694521276595744,0.0033447717519090587,2e-06,858.7260638297872,315.69855151003134,953.0,179,197,376,1
58.189910979228486,0.0015070237388724035,0.0038011409956067678,2e-06,820.6765578635014,319.5611376076084,921.0,178,159,337,1
58.81024096385542,0.016593743975903612,0.2752757776774615,2e-06,817.5030120481928,318.46315715988493,918.0,174,157,331,1
58.12012012012012,0.0014476396396396396,0.00338811174743732,2.8e-05,835.6546546546547,328.668348627326,940.0,178,155,333,1
58.12285714285714,0.0014435228571428572,0.0032099266723083254,2e-06,860.7257142857143,332.8233984009046,959.0,187,163,350,1
58.010471204188484,0.0012684921465968585,0.0033239509700233633,2.4999999999999998e-06,884.8141361256545,324.87338055840473,997.0,208,174,382,1
59.16909620991254,0.016095507288629737,0.27083056885385176,2e-06,838.9708454810495,331.6465554532713,953.0,168,174,342,1
58.315642458100555,0.0013676508379888268,0.003621000021797355,2e-06,850.6229050279329,319.1517472821007,944.0,185,173,358,1
58.63496932515337,0.0014828558282208588,0.003377963961288801,2.4999999999999998e-06,823.0766871165645,321.1559941251751,927.0,159,167,326,1
59.248520710059175,0.0015168757396449705,0.003684139487713376,1e-06,817.8461538461538,325.65328087888355,915.5,146,192,338,1
59.205882352941174,0.0012623288770053475,0.0033509785080264296,1e-06,891.74064171123,325.15747408768425,982.0,163,211,374,1
58.65277777777778,0.0013919777777777777,0.003248794226644926,2e-06,854.7,321.5090618944088,956.0,175,185,360,1
58.806451612903224,0.01479264247311828,0.2600758166784619,2e-06,874.0913978494624,323.73164027065144,979.0,193,178,371,1
57.85294117647059,0.0014639647058823531,0.0038250076266438202,2e-06,832.6823529411764,331.88203689462665,932.0,190,150,340,1
57.96875,0.00132528125,0.0033079801521555185,2e-06,867.7244318181819,333.02792962228904,976.0,193,159,352,1
58.43333333333333,0.001426669696969697,0.0034263127047528324,2e-06,844.439393939394,325.99926943378875,950.0,167,163,330,1
59.50257731958763,0.013963363402061857,0.24953846020859374,1e-06,888.0,322.57819595636016,1014.0,176,211,387,1
59.19327731092437,0.0014109411764705881,0.003710084520738638,1e-06,829.9663865546219,317.55681433034425,913.0,156,201,357,1
58.44827586206897,0.001539166144200627,0.0037006019891866492,2e-06,820.717868338558,333.4172438794919,909.0,161,158,319,1
58.159609120521175,0.0015901302931596091,0.0036002214396257306,3e-06,826.5602605863193,341.9204874277171,934.0,163,144,307,1
58.246153846153845,0.0015734,0.0038915515487771882,2e-06,820.4984615384616,325.41316211529113,928.0,170,155,325,1
58.40983606557377,0.0012819945355191256,0.0031579685268235983,2e-06,848.3032786885246,318.2034557903041,952.0,186,180,366,1
58.84871794871795,0.01416793076923077,0.2541135121963284,2e-06,865.4923076923077,320.6039187086131,950.0,200,189,389,1
58.63681592039801,0.0012353258706467663,0.0031180392554906065,2e-06,873.863184079602,305.6930455417321,975.0,196,206,402,1
58.1094674556213,0.0014504289940828403,0.003281978051594035,2.4999999999999998e-06,855.4230769230769,332.2564456821407,958.0,181,157,338,1
58.54674220963173,0.0013957620396600568,0.003268594907676193,2e-06,859.9121813031162,328.92277812658796,983.0,175,178,353,1
59.48059701492537,0.016447200000000002,0.27392618837617233,2e-06,831.1522388059701,324.72208862008006,944.0,155,179,334,1
58.054054054054056,0.0013001729729729729,0.0034926559492391126,2e-06,874.8648648648649,323.42432398031326,973.0,200,170,370,1
57.986666666666665,0.0016251,0.00382759467638476,2e-06,794.3633333333333,335.3494129283568,913.0,164,136,300,1
59.007915567282325,0.0013185989445910291,0.003388426157989434,2e-06,860.0580474934037,317.7219289485728,964.0,172,207,379,1
58.99708454810496,0.0014080699708454811,0.0037370057424449274,1e-06,842.4518950437317,328.0353485992156,928.0,156,187,343,1
58.71091445427729,0.0014468997050147492,0.003588933535860256,2e-06,854.6194690265487,324.91581026759445,956.0,163,176,339,1
58.31175059952039,0.01294006474820144,0.24055624603533704,4e-06,906.884892086331,318.7492627247137,1027.0,233,183,416,1
58.31868131868132,0.0014067032967032965,0.0035292914490178216,2e-06,847.4807692307693,325.2915829747636,953.0,188,176,364,1
59.082352941176474,0.0013875823529411763,0.0036682247081418254,2e-06,838.1676470588235,328.33910920208007,941.0,152,188,340,1
58.51651651651652,0.0015007537537537537,0.003669232201047549,2e-06,819.7717717717718,329.3765041558422,903.0,166,167,333,1
59.035714285714285,0.016388580357142857,0.27371255560277546,2e-06,831.7380952380952,330.0934691346018,938.5,169,166,335,1
58.57142857142857,0.001595090909090909,0.00339218082085114,3e-06,818.9967532467532,332.2334007331506,948.5,152,156,308,1
58.674050632911396,0.001577113924050633,0.003524637656441061,2e-06,806.3069620253165,333.9671936396851,912.0,153,163,316,1
58.48450704225352,0.0013833014084507042,0.003552477417855959,2e-06,855.3605633802817,327.01232655237305,959.0,178,177,355,1
58.43604651162791,0.0013778633720930233,0.0034461194276400645,2e-06,829.2441860465116,309.73908651536146,921.0,174,170,344,1
58.80898876404494,0.0014342359550561798,0.003844808874232847,1e-06,858.4747191011236,328.4477053257088,965.0,168,188,356,1
59.24931506849315,0.015112482191780822,0.26292104925983617,1e-06,879.9068493150685,332.7603617200806,1005.0,175,189,364,1
58.37777777777778,0.0013545083333333333,0.0033091865438658885,2e-06,874.6138888888889,328.8696066695165,1002.0,184,176,360,1
58.31666666666667,0.00161823,0.0033558493779157488,2.4999999999999998e-06,808.0133333333333,333.91914160866014,908.5,155,145,300,1
58.83611111111111,0.001291288888888889,0.003223173775412324,2e-06,880.3722222222223,329.4139056442771,986.5,169,191,360,1
58.93201133144476,0.015659209631728045,0.2669642479301923,2e-06,836.9546742209632,324.35708820220066,937.0,180,172,352,1
58.17065868263473,0.0014350269461077844,0.0037738661956056123,2e-06,840.9221556886228,330.20997949593004,957.0,177,157,334,1
58.59217877094972,0.0013462960893854748,0.0034552307258225363,2e-06,853.7737430167598,323.8720511670111,966.0,176,182,358,1
58.21220930232558,0.001465997093023256,0.0036245554198060157,2e-06,836.7994186046511,330.75911081543325,929.0,181,163,344,1
58.603217158176946,0.0013114986595174263,0.003181288531147745,2e-06,865.7560321715818,327.1026638309284,971.0,183,190,373,1
59.264305177111716,0.0013151607629427792,0.0033000343993549804,2e-06,878.7929155313351,320.08449303568824,992.0,158,209,367,1
58.668407310704964,0.01437871279373368,0.25601006933285375,5e-06,864.556135770235,316.88377369156603,971.0,203,179,382,1
58.95029239766082,0.0013919181286549708,0.0032369493266691794,2e-06,837.9736842105264,321.06165879510377,946.0,157,185,342,1
58.32258064516129,0.0014969208211143693,0.003805700520991763,3e-06,832.407624633431,324.67102055581245,923.0,176,165,341,1
58.050131926121374,0.0012946121372031663,0.0035755957945036803,2e-06,873.9393139841688,312.7389144040071,967.0,205,174,379,1
58.78761061946903,0.01626821238938053,0.2724511886975467,2e-06,846.7227138643068,338.4883552973472,974.0,178,160,338,1
58.4367816091954,0.001431330459770115,0.0036968202845323772,1e-06,842.7816091954023,325.7819827657899,941.5,176,172,348,1
58.747191011235955,0.0014002837078651686,0.003202926874649738,2e-06,853.193820224719,325.02740784282605,953.0,170,186,356,1
58.76487252124646,0.0014185212464589236,0.0032590584033419683,2e-06,834.7677053824362,318.51704032409634,928.0,168,185,353,1
58.464285714285715,0.0015422337662337662,0.0037366991108262393,2e-06,809.7272727272727,335.1514077162238,880.0,155,153,308,1
57.56545961002786,0.0014168133704735375,0.0037152261487802484,2e-06,847.9944289693593,328.46174402403796,941.0,210,149,359,1
59.22352941176471,0.0162022,0.27204915171165966,2e-06,841.2970588235294,328.7802029019274,940.0,165,174,339,1
58.45189504373178,0.001421930029154519,0.0034239337155758465,2e-06,868.198250728863,332.2305992951918,985.0,173,170,343,1
58.357348703170025,0.0014273948126801153,0.0032792884885400496,2e-06,843.7550432276657,316.49535047893096,954.0,178,169,347,1
59.07716049382716,0.0015702962962962964,0.003443554618919916,2e-06,813.570987654321,320.5028719378092,902.5,145,179,324,1
59.541567695961994,0.013071762470308787,0.24449754576883087,1e-06,894.7125890736341,322.3207963655299,1020.0,188,232,420,1
58.39873417721519,0.001729158227848101,0.004827236035902227,2e-06,813.5316455696203,339.95216602612635,931.5,165,149,314,1
58.26647564469914,0.0017173065902578795,0.0060050994001063455,2e-06,862.6532951289398,331.0649441822703,995.0,186,162,348,1
59.21212121212121,0.0013698980716253444,0.0033266305881014804,2e-06,865.6446280991736,329.2865851046814,980.0,158,205,363,1
58.22346368715084,0.001343899441340782,0.0033221907896026507,2e-06,855.4245810055866,329.1850282310065,961.0,188,170,358,1
58.56111111111111,0.0013716583333333334,0.0032990627870519325,2e-06,865.9583333333334,318.82023285456245,960.0,178,182,360,1
58.11176470588235,0.0014244029411764705,0.003228033637006163,2e-06,851.7264705882353,330.14875328742505,954.0,182,158,340,1
58.17846153846154,0.0015761661538461539,0.0041953499313384796,2e-06,825.9723076923077,327.62477950293913,910.0,172,153,325,1
58.464516129032255,0.0015571967741935485,0.0033073601705475293,2e-06,801.5709677419355,328.5879761252328,890.0,156,154,310,1
58.72126436781609,0.001441551724137931,0.003748148946439352,2e-06,849.9166666666666,331.1900495838058,942.5,167,181,348,1
58.863509749303624,0.015067949860724236,0.2594128381508261,2e-06,851.8690807799443,325.22887878293346,960.0,185,173,358,1
58.5,0.001278515873015873,0.003345409200270427,2e-06,849.8201058201058,317.74255868546913,948.0,189,189,378,1
58.45454545454545,0.0013436280991735536,0.0032237669563620775,2e-06,841.9201101928375,317.15023664741705,961.0,183,180,363,1
58.0027397260274,0.001315054794520548,0.0032992963639220585,2e-06,861.5287671232877,328.5341024161707,952.0,199,166,365,1
58.05817174515236,0.001341825484764543,0.003131355952301716,2e-06,879.5512465373961,327.936754157884,986.0,195,166,361,1
59.0,0.0013731101928374657,0.0034779321472641136,2e-06,834.7878787878788,311.0400867143624,929.0,165,198,363,1
59.54241645244216,0.027086300771208226,0.5087470272007265,2e-06,863.5912596401029,323.78327361666595,963.0,175,213,388,1
58.291545189504376,0.0014170495626822156,0.0035444991662633538,2e-06,824.2303206997085,326.901959678601,916.0,178,165,343,1
58.71732522796353,0.0014909787234042553,0.0033840878093476245,2e-06,862.951367781155,339.8291142559585,981.0,158,171,329,1
58.93502824858757,0.0013513276836158192,0.0032072812443154964,2e-06,840.5056497175141,329.3738952277621,937.5,163,191,354,1
59.467065868263475,0.016569260479041916,0.2744367133694653,2e-06,830.1137724550898,337.22354121070316,939.0,155,178,333,1
58.30701754385965,0.001427280701754386,0.0032117038539248347,2e-06,856.938596491228,331.33610134473633,962.0,177,165,342,1
58.90490797546012,0.001453957055214724,0.003615171599884519,2e-06,840.579754601227,335.5821643118825,937.5,151,175,326,1
58.18208092485549,0.001442057803468208,0.0036097981062191776,2e-06,840.0549132947976,325.0865211772888,928.0,183,163,346,1
57.884984025559106,0.0015353578274760384,0.0035855651808914175,2e-06,830.332268370607,329.2216025762144,943.0,174,139,313,1
58.468023255813954,0.0014479738372093023,0.0035774940741565833,2e-06,827.5203488372093,316.7733269904354,933.0,173,171,344,1
59.15890410958904,0.014808742465753423,0.25722725766646376,2e-06,859.972602739726,318.48144893111447,965.0,178,186,364,1
59.06299212598425,0.0013036456692913385,0.003122779517287931,2e-06,881.3648293963255,322.59271326939535,977.0,171,210,381,1
59.12401055408971,0.0012742374670184696,0.0032040928235254227,1e-06,878.802110817942,323.5847498969985,971.0,168,211,379,1
